crop1,crop2,source,type,Reason,Sens
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Céleris (branche & rave),27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Cucurbitaceae,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Laitue (Salade),27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Mâche,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pois,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Aneth,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Bourrache,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Camomille,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Coriandre,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Menthe,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Romarin,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sarriette,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Capucine,27,+,,
Chou de bruxelles,Mâche,28,+,,
Chou de bruxelles,Epinard,28,+,,
Chou de bruxelles,Laitue (Salade),28,+,,
Chou de bruxelles,Carotte,28,+,,
Chou de bruxelles,Céleris (branche & rave),28,+,,
Chou de bruxelles,Tomate,28,+,,
Chou de bruxelles,Cerfeuil,28,+,,
Chou de bruxelles,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Chou de bruxelles,Navet,28,+,,
Chou de bruxelles,Ail,28,-,,
Chou de bruxelles,Oignon,28,-,,
Chou de bruxelles,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,-,,
Chou de bruxelles,Ail,27,-,,
Chou de bruxelles,Scarole,27,-,,
Chou de bruxelles,Fenouil,27,-,,
Chou de bruxelles,Fraise,27,-,,
Chou de bruxelles,Oignon,27,-,,
Chou de bruxelles,Poireau,27,-,,
Chou de bruxelles,Radis,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Ail,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Scarole,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fenouil,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Betterave,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Maïs,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,26,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Blettes (bettes, cardes, poirées…)",28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pois,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Mâche,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Céleris (branche & rave),28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,28,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,28,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Camomille,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Absinthe,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Aneth,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Menthe,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Betterave,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Betterave,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Céleris (branche & rave),28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Concombre,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Laitue (Salade),28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Mâche,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pois,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,26,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,26,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,28,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,28,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Ail,28,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Echalote,28,-,,
Epinard,Pois,26,+,,
Epinard,Céleris (branche & rave),26,+,,
Epinard,Fraise,26,+,,
Epinard,"Choux (cabus, fleur, chinois, milan, frisé, rave)",26,+,,
Epinard,Poireau,26,+,,
Epinard,Oignon,26,+,,
Epinard,Ail,26,+,,
Epinard,Ciboulette,27,+,,
Epinard,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Epinard,Fraise,27,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Epinard,Navet,27,+,,
Epinard,Radis,27,+,,
Epinard,Fraise,28,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Epinard,Pois,28,+,,
Epinard,Fève & Fèverole,28,+,,
Epinard,Radis,28,+,,
Epinard,Carotte,28,+,,
Epinard,Pomme de terre,28,+,,
Epinard,Céleris (branche & rave),28,+,,
Epinard,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Epinard,Laitue (Salade),28,+,,
Epinard,Vigne,26,-,,
Epinard,"Blettes (bettes, cardes, poirées…)",27,-,,
Epinard,Betterave,27,-,,
Epinard,Betterave,28,-,,
Epinard,Fenouil,28,-,,
Navet,Epinard,27,+,,
Navet,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Navet,Laitue (Salade),27,+,,
Navet,Pois,27,+,,
Navet,Pois,28,+,,
Navet,Maïs,28,+,,
Navet,Fenouil,28,+,,
Navet,Pomme de terre,28,+,,
Navet,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Navet,Laitue (Salade),28,+,,
Navet,Epinard,28,+,,
Navet,Aneth,28,+,,
Navet,Carotte,28,+,,
Navet,Céleris (branche & rave),28,+,,
Navet,Menthe,28,+,,
Navet,Romarin,28,+,,
Navet,Tomate,28,+,,
Radis,Tomate,26,+,,
Radis,Carotte,26,+,,
Radis,Laitue (Salade),26,+,,
Radis,Concombre,26,+,,
Radis,Melon,26,+,,
Radis,"Courge, Citrouille, Potiron",26,+,,
Radis,Concombre,27,+,,
Radis,Cornichon,27,+,,
Radis,Cresson,27,+,,
Radis,Epinard,27,+,,
Radis,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Radis,Laitue (Salade),27,+,,
Radis,Pois,27,+,,
Radis,Tomate,27,+,,
Radis,Cerfeuil,27,+,,
Radis,Capucine,27,+,,
Radis,Carotte,28,+,,
Radis,Laitue (Salade),28,+,,
Radis,Epinard,28,+,,
Radis,Fraise,28,+,,
Radis,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Radis,Persil,28,+,,
Radis,Pois,28,+,,
Radis,Tomate,28,+,,
Radis,Absinthe,26,-,,
Radis,Vigne,26,-,,
Radis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",26,-,,
Radis,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,-,,
Radis,"Courge, Citrouille, Potiron",27,-,,
Radis,Courgette,27,-,,
Radis,"Courge, Citrouille, Potiron",28,-,,
Radis,Maïs,28,-,,
Radis,Concombre,28,-,,
Pomme de terre,Pois,26,+,,
Pomme de terre,Fève & Fèverole,26,+,,
Pomme de terre,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Pomme de terre,Maïs,26,+,,
Pomme de terre,"Choux (cabus, fleur, chinois, milan, frisé, rave)",26,+,,
Pomme de terre,Soucis,26,+,,
Pomme de terre,Lavande,26,+,,
Pomme de terre,Mélisse,26,+,,
Pomme de terre,Ail,27,+,,
Pomme de terre,Céleris (branche & rave),27,+,,
Pomme de terre,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Pomme de terre,"Courge, Citrouille, Potiron",27,+,,
Pomme de terre,Courgette,27,+,,
Pomme de terre,Fève & Fèverole,27,+,,
Pomme de terre,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Pomme de terre,Pois,27,+,,
Pomme de terre,Tomate,27,+,,
Pomme de terre,Coriandre,27,+,,
Pomme de terre,Capucine,27,+,,
Pomme de terre,Soucis,27,+,,
Pomme de terre,Céleris (branche & rave),28,+,,
Pomme de terre,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Pomme de terre,Fève & Fèverole,28,+,,
Pomme de terre,Pois,28,+,,
Pomme de terre,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Pomme de terre,Epinard,28,+,,
Pomme de terre,Tomate,26,-,,
Pomme de terre,Concombre,26,-,,
Pomme de terre,Melon,26,-,,
Pomme de terre,"Courge, Citrouille, Potiron",26,-,,
Pomme de terre,Courgette,26,-,,
Pomme de terre,Sauge,26,-,,
Pomme de terre,Framboise,26,-,,
Pomme de terre,Aubergine,27,-,,
Pomme de terre,Concombre,27,-,,
Pomme de terre,Cornichon,27,-,,
Pomme de terre,Maïs,27,-,,
Pomme de terre,Oignon,27,-,,
Pomme de terre,Tournesol,27,-,,
Pomme de terre,Carotte,28,-,,
Pomme de terre,Tomate,28,-,,
Pomme de terre,Céleris (branche & rave),28,-,,
Pomme de terre,Concombre,28,-,,
Pomme de terre,Courgette,28,-,,
Pomme de terre,"Courge, Citrouille, Potiron",28,-,,
Pomme de terre,Oignon,28,-,,
Pomme de terre,Betterave,28,-,,
Topinambour,Maïs,26,+,,
Fenouil,Poireau,26,+,,
Fenouil,Oignon,26,+,,
Fenouil,Ail,26,+,,
Fenouil,"Courge, Citrouille, Potiron",26,+,,
Fenouil,Courgette,26,+,,
Fenouil,"Choux (cabus, fleur, chinois, milan, frisé, rave)",26,+,,
Laitue (Salade),Fraise,26,+,,
Laitue (Salade),Radis,26,+,,
Laitue (Salade),Oignon,26,+,,
Laitue (Salade),Concombre,26,+,,
Laitue (Salade),Betterave,26,+,,
Pissenlit,Maïs,26,+,,
Rhubarbe,Ail,26,+,,
Rhubarbe,Epinard,26,+,,
Roquette,Pomme de terre,26,+,,
Roquette,Betterave,26,+,,
Artichaut,Persil,26,+,,
Brocoli,Céleris (branche & rave),26,+,,
Brocoli,Absinthe,26,+,,
Brocoli,Aneth,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Céleris (branche & rave),26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Absinthe,26,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Aneth,26,+,,
Fenouil,Fève & Fèverole,26,-,,
Fenouil,"Haricots (à rame, à grain, blancs, violets, nains)",26,-,,
Fenouil,Tomate,26,-,,
Fenouil,Laitue (Salade),26,-,,
Fenouil,Coriandre,26,-,,
Fenouil,Estragon,26,-,,
Laitue (Salade),Rue,26,-,,
Laitue (Salade),Fenouil,26,-,,
Laitue (Salade),Lavande,26,-,,
Roquette,Tomate,26,-,,
Artichaut,Ail,26,-,,
Brocoli,Betterave,26,-,,
Brocoli,Tomate,26,-,,
Brocoli,Fraise,26,-,,
Brocoli,Radis,26,-,,
Brocoli,Epinard,26,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Betterave,26,-,,
Brocoli,Tomate,26,-,,
Brocoli,Fraise,26,-,,
Brocoli,Radis,26,-,,
Brocoli,Epinard,26,-,,
Fenouil,Céleris (branche & rave),27,+,,
Fenouil,Poireau,27,+,,
Laitue (Salade),Betterave,27,+,,
Laitue (Salade),Carotte,27,+,,
Laitue (Salade),Céleris (branche & rave),27,+,,
Laitue (Salade),"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Laitue (Salade),Cucurbitaceae,27,+,,
Laitue (Salade),Fève & Fèverole,27,+,,
Laitue (Salade),Fraise,27,+,,
Laitue (Salade),"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Laitue (Salade),Navet,27,+,,
Laitue (Salade),Oignon,27,+,,
Laitue (Salade),Poireau,27,+,,
Laitue (Salade),Pois,27,+,,
Laitue (Salade),Radis,27,+,,
Laitue (Salade),Cerfeuil,27,+,,
Mâche,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Mâche,Fraise,27,+,,
Mâche,Oignon,27,+,,
Pissenlit,Ail,27,+,,
Artichaut,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Artichaut,Laitue (Salade),27,+,,
Artichaut,Poireau,27,+,,
Brocoli,Betterave,27,+,,
Brocoli,Céleris (branche & rave),27,+,,
Brocoli,Cucurbitaceae,27,+,,
Brocoli,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Brocoli,Laitue (Salade),27,+,,
Brocoli,Mâche,27,+,,
Brocoli,Pois,27,+,,
Brocoli,Pomme de terre,27,+,,
Brocoli,Tomate,27,+,,
Brocoli,Aneth,27,+,,
Brocoli,Bourrache,27,+,,
Brocoli,Camomille,27,+,,
Brocoli,Coriandre,27,+,,
Brocoli,Romarin,27,+,,
Brocoli,Sarriette,27,+,,
Brocoli,Sauge,27,+,,
Brocoli,Capucine,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Betterave,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Céleris (branche & rave),27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Cucurbitaceae,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Laitue (Salade),27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Mâche,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pois,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Aneth,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Bourrache,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Camomille,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Coriandre,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Romarin,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sarriette,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,27,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Capucine,27,+,,
Fenouil,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,-,,
Fenouil,Coriandre,27,-,,
Fenouil,"Haricots (à rame, à grain, blancs, violets, nains)",27,-,,
Fenouil,Panais,27,-,,
Fenouil,Tomate,27,-,,
Laitue (Salade),Persil,27,-,,
Brocoli,Ail,27,-,,
Brocoli,Scarole,27,-,,
Brocoli,Fenouil,27,-,,
Brocoli,Fraise,27,-,,
Brocoli,Oignon,27,-,,
Brocoli,Poireau,27,-,,
Brocoli,Radis,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Ail,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Scarole,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fenouil,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,27,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,27,-,,
Fenouil,Navet,28,+,,
Fenouil,Concombre,28,+,,
Fenouil,Laitue (Salade),28,+,,
Fenouil,Poireau,28,+,,
Laitue (Salade),Ail,28,+,,
Laitue (Salade),Oignon,28,+,,
Laitue (Salade),Echalote,28,+,,
Laitue (Salade),Carotte,28,+,,
Laitue (Salade),Radis,28,+,,
Laitue (Salade),"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Laitue (Salade),Betterave,28,+,,
Laitue (Salade),"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Laitue (Salade),Concombre,28,+,,
Laitue (Salade),Fraise,28,+,,
Laitue (Salade),Navet,28,+,,
Laitue (Salade),Pois,28,+,,
Mâche,Poireau,28,+,,
Mâche,Pomme de terre,28,+,,
Mâche,Céleris (branche & rave),28,+,,
Mâche,Tomate,28,+,,
Mâche,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Mâche,Laitue (Salade),28,+,,
Mâche,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Mâche,Carotte,28,+,,
Mâche,Navet,28,+,,
Mâche,Oignon,28,+,,
Artichaut,Asperge,28,+,,
Artichaut,Fève & Fèverole,28,+,,
Artichaut,Laitue (Salade),28,+,,
Artichaut,"Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
Artichaut,Pois,28,+,,
Artichaut,Radis,28,+,,
Artichaut,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,+,,
Artichaut,Oignon,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Céleris (branche & rave),28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pois,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Haricots (à rame, à grain, blancs, violets, nains)",28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pomme de terre,28,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Oignon,28,+,,
Fenouil,Tomate,28,-,,
Fenouil,Chou-rave,28,-,,
Fenouil,"Haricots (à rame, à grain, blancs, violets, nains)",28,-,,
Fenouil,Pois,28,-,,
Fenouil,"Courge, Citrouille, Potiron",28,-,,
Fenouil,Epinard,28,-,,
Fenouil,Panais,28,-,,
Fenouil,Absinthe,28,-,,
Fenouil,Coriandre,28,-,,
Laitue (Salade),Persil,28,-,,
Laitue (Salade),Céleris (branche & rave),28,-,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,28,-,,
Aubergine,Estragon,26,+,,
Aubergine,Thym,26,+,,
Aubergine,Lavande,26,+,,
Aubergine,Tanaisie,26,+,,
Aubergine,Soucis,26,+,,
Aubergine,Pois,26,+,,
Aubergine,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Aubergine,Fève & Fèverole,26,+,,
"Courge, Citrouille, Potiron",Menthe,26,+,,
"Courge, Citrouille, Potiron",Radis,26,+,,
"Courge, Citrouille, Potiron",Maïs,26,+,,
"Courge, Citrouille, Potiron",Betterave,26,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),26,+,,
"Courge, Citrouille, Potiron",Carotte,26,+,,
"Courge, Citrouille, Potiron",Pois,26,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
"Courge, Citrouille, Potiron",Fève & Fèverole,26,+,,
Concombre,Maïs,26,+,,
Concombre,Betterave,26,+,,
Concombre,Carotte,26,+,,
Concombre,Pois,26,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Concombre,Fève & Fèverole,26,+,,
Cornichon,Maïs,26,+,,
Cornichon,Betterave,26,+,,
Cornichon,Carotte,26,+,,
Cornichon,Pois,26,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Cornichon,Fève & Fèverole,26,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Fraise,Fève & Fèverole,26,+,,
Fraise,Oignon,26,+,,
Fraise,Poireau,26,+,,
Fraise,Ail,26,+,,
Fraise,Bourrache,26,+,,
Fraise,Laitue (Salade),26,+,,
Tomate,Persil,26,+,,
Tomate,Carotte,26,+,,
Tomate,Poireau,26,+,,
Tomate,Oignon,26,+,,
Tomate,Ail,26,+,,
Tomate,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Poivron,Estragon,26,+,,
Poivron,Thym,26,+,,
Poivron,Lavande,26,+,,
Poivron,Tanaisie,26,+,,
Poivron,Soucis,26,+,,
Poivron,Pois,26,+,,
Poivron,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Poivron,Fève & Fèverole,26,+,,
Piment,Estragon,26,+,,
Piment,Thym,26,+,,
Piment,Lavande,26,+,,
Piment,Tanaisie,26,+,,
Piment,Soucis,26,+,,
Piment,Pois,26,+,,
Piment,"Haricots (à rame, à grain, blancs, violets, nains)",26,+,,
Piment,Fève & Fèverole,26,+,,
Aubergine,Pomme de terre,26,-,,
Aubergine,Poireau,26,-,,
Aubergine,Oignon,26,-,,
Aubergine,Ail,26,-,,
Aubergine,Ciboulette,26,-,,
"Courge, Citrouille, Potiron",Pomme de terre,26,-,,
"Courge, Citrouille, Potiron",Romarin,26,-,,
"Courge, Citrouille, Potiron",Sauge,26,-,,
"Courge, Citrouille, Potiron",Thym,26,-,,
Concombre,Pomme de terre,26,-,,
Concombre,Romarin,26,-,,
Concombre,Sauge,26,-,,
Concombre,Thym,26,-,,
Cornichon,Pomme de terre,26,-,,
Cornichon,Romarin,26,-,,
Cornichon,Sauge,26,-,,
Cornichon,Thym,26,-,,
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",26,-,,
Tomate,Betterave,26,-,,
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",26,-,,
Tomate,Fenouil,26,-,,
Tomate,Pomme de terre,26,-,,
Tomate,Absinthe,26,-,,
Poivron,Pomme de terre,26,-,,
Poivron,Poireau,26,-,,
Poivron,Oignon,26,-,,
Poivron,Ail,26,-,,
Poivron,Ciboulette,26,-,,
Piment,Pomme de terre,26,-,,
Piment,Poireau,26,-,,
Piment,Oignon,26,-,,
Piment,Ail,26,-,,
Piment,Ciboulette,26,-,,
Aubergine,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
"Courge, Citrouille, Potiron",Asperge,27,+,,
"Courge, Citrouille, Potiron",Céleris (branche & rave),27,+,,
"Courge, Citrouille, Potiron","Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),27,+,,
"Courge, Citrouille, Potiron",Maïs,27,+,,
"Courge, Citrouille, Potiron",Pois,27,+,,
"Courge, Citrouille, Potiron",Pomme de terre,27,+,,
"Courge, Citrouille, Potiron",Basilic,27,+,,
"Courge, Citrouille, Potiron",Ciboulette,27,+,,
"Courge, Citrouille, Potiron",Coriandre,27,+,,
"Courge, Citrouille, Potiron",Origan (Marjolaine),27,+,,
"Courge, Citrouille, Potiron",Capucine,27,+,,
"Courge, Citrouille, Potiron",Tanaisie,27,+,,
"Courge, Citrouille, Potiron",Tournesol,27,+,,
Concombre,Asperge,27,+,,
Concombre,Céleris (branche & rave),27,+,,
Concombre,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Concombre,Laitue (Salade),27,+,,
Concombre,Maïs,27,+,,
Concombre,Pois,27,+,,
Concombre,Basilic,27,+,,
Concombre,Ciboulette,27,+,,
Concombre,Coriandre,27,+,,
Concombre,Origan (Marjolaine),27,+,,
Concombre,Tanaisie,27,+,,
Concombre,Tournesol,27,+,,
Cornichon,Asperge,27,+,,
Cornichon,Céleris (branche & rave),27,+,,
Cornichon,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Cornichon,Laitue (Salade),27,+,,
Cornichon,Maïs,27,+,,
Cornichon,Pois,27,+,,
Cornichon,Basilic,27,+,,
Cornichon,Ciboulette,27,+,,
Cornichon,Coriandre,27,+,,
Cornichon,Origan (Marjolaine),27,+,,
Cornichon,Tanaisie,27,+,,
Cornichon,Tournesol,27,+,,
Fraise,Ail,27,+,,
Fraise,Epinard,27,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",27,+,,
Fraise,Laitue (Salade),27,+,,
Fraise,Mâche,27,+,,
Fraise,Navet,27,+,,
Fraise,Oignon,27,+,,
Fraise,Poireau,27,+,,
Fraise,Bourrache,27,+,,
Fraise,Ciboulette,27,+,,
Fraise,Thym,27,+,,
Fraise,Soucis,27,+,,
Tomate,Ail,27,+,,
Tomate,Asperge,27,+,,
Tomate,Carotte,27,+,,
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,+,,
Tomate,Céleris (branche & rave),27,+,,
Tomate,Cucurbitaceae,27,+,,
Tomate,Maïs,27,+,,
Tomate,Oignon,27,+,,
Tomate,Panais,27,+,,
Tomate,Persil,27,+,,
Tomate,Poireau,27,+,,
Tomate,Pomme de terre,27,+,,
Tomate,Radis,27,+,,
Tomate,Basilic,27,+,,
Tomate,Capucine,27,+,,
Tomate,Soucis,27,+,,
Tomate,Œillet d'Inde (Tagète),27,+,,
Aubergine,Pomme de terre,27,-,,
"Courge, Citrouille, Potiron",Radis,27,-,,
Concombre,Pomme de terre,27,-,,
Cornichon,Pomme de terre,27,-,,
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,-,,
Tomate,"Blettes (bettes, cardes, poirées…)",27,-,,
Tomate,Betterave,27,-,,
Tomate,Chou-rave,27,-,,
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",27,-,,
Tomate,Cresson,27,-,,
Tomate,Fenouil,27,-,,
Tomate,"Haricots (à rame, à grain, blancs, violets, nains)",27,-,,
Tomate,Pois,27,-,,
Aubergine,Pomme de terre,27,-,,
"Courge, Citrouille, Potiron",Pomme de terre,28,-,,
"Courge, Citrouille, Potiron",Concombre,28,-,,
"Courge, Citrouille, Potiron",Melon,28,-,,
"Courge, Citrouille, Potiron",Fenouil,28,-,,
Concombre,Pomme de terre,28,-,,
Concombre,Tomate,28,-,,
Concombre,Melon,28,-,,
Concombre,Radis,28,-,,
Fraise,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,-,,
Tomate,"Haricots (à rame, à grain, blancs, violets, nains)",28,-,,
Tomate,Concombre,28,-,,
Tomate,"Choux (cabus, fleur, chinois, milan, frisé, rave)",28,-,,
Tomate,Pomme de terre,28,-,,
Tomate,Betterave,28,-,,
Tomate,Fenouil,28,-,,
Tomate,Pois,28,-,,
Tomate,Maïs,28,-,,
Poivron,Betterave,28,-,,
Poivron,Fenouil,28,-,,
Poivron,Pois,28,-,,
