espèce source,interaction,espèce cible,source,poids,commentaire
carotte,favorise,asperge,Favorise d'après 'Companion planting',1.0,
carotte,favorise,aubergine,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
carotte,défavorise,bette,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte,défavorise,betterave,"Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Rustica', Défavorise d'après 'Jardipartage', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Le Monde', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",7.0,
carotte,attire,carabes,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte,défavorise,carotte sauvage,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte,favorise,cerfeuil,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",4.0,
carotte,favorise,chou de bruxelles,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",2.0,
carotte,favorise,choux,"Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Defi Ecologique', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",8.0,
carotte,favorise,ciboulette,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Companion planting', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Association FredoBio', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ekopedia : cultures associées', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",19.0,
carotte,favorise,concombre,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion planting', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",5.0,
carotte,favorise,coriandre,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'IDEP Foundation', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",7.0,
carotte,favorise,cornichon,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",2.0,
carotte,favorise,"courge, citrouille, potiron","Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
carotte,favorise,cresson,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",1.0,
carotte,défavorise,cumin,Défavorise d'après 'Companion planting',1.0,
carotte,favorise,céleris,"Défavorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Companion planting', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
carotte,favorise,echalote,"Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardin Bio', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",11.0,
carotte,favorise,endive,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jean Monet. Le jardin des Monet'",6.0,
carotte,favorise,epinard,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",5.0,
carotte,défavorise,fenouil,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Jardipartage', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Defi Ecologique'",4.0,
carotte,favorise,fève fèverole,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion gardening', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ecological Agriculture Projects, McGill University'",9.0,
carotte,favorise,haricots,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Companion gardening', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion planting', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardin Bio', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",21.0,
carotte,favorise,laitue,"Favorise d'après 'Companion gardening', Favorise d'après 'IDEP Foundation', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Jardin Bio', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Companion planting', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",22.0,
carotte,favorise,lin,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte,défavorise,maïs,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",2.0,
carotte,défavorise,menthe,"Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",5.0,
carotte,favorise,mâche,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
carotte,favorise,navet,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Le potager de Marie', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",5.0,
carotte,favorise,oignon,"Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Association FredoBio', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion gardening', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Le potager de Marie', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jardin Bio', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Bonnes et mauvaises associations dans le potager', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",28.0,
carotte,favorise,origan,Favorise d'après 'IDEP Foundation',1.0,
carotte,favorise,panais,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Companion gardening', Défavorise d'après 'IDEP Foundation', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",3.0,
carotte,favorise,persil,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",5.0,
carotte,favorise,piment,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",7.0,
carotte,favorise,poireau,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Jardin Bio', Favorise d'après 'Companion gardening', Favorise d'après 'Association FredoBio', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion planting', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'IDEP Foundation', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",25.0,
carotte,favorise,pois,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Favorise d'après 'IDEP Foundation', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Le potager de Marie', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Companion planting', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",25.0,
carotte,favorise,poivron,"Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Le potager de Marie', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",7.0,
carotte,défavorise,pomme de terre,"Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Rustica', Défavorise d'après 'Jardipartage', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Le Monde'",9.0,
carotte,favorise,radis,"Favorise d'après 'Companion planting', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardin Bio', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion gardening', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Le potager de Marie', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",24.0,
carotte,favorise,romarin,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion planting', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Companion gardening', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",16.0,
carotte,favorise,roquette,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",2.0,
carotte,favorise,salsifis,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Plantes amies, ennemies'",5.0,
carotte,favorise,sauge,"Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion planting', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",15.0,
carotte,favorise,scarole,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",3.0,
carotte,favorise,soucis,"Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'IDEP Foundation'",2.0,
carotte,repousse,teigne du poireau,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte,repousse,thrips de l'oignon,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte,favorise,tomate,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardin Bio', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Association FredoBio', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion Planting  The Natural Way to Gardening', Favorise d'après 'Companion gardening', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Companion planting', Défavorise d'après 'Rustica', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",27.0,
carotte,favorise,échalote,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte sauvage,défavorise,carotte,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carotte sauvage,favorise,choux,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
carvi,défavorise,absinthe,Défavorise d'après 'Le Monde',1.0,
carvi,défavorise,aneth,Défavorise d'après 'Companion planting',1.0,
carvi,défavorise,fenouil,"Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Le Monde', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
carvi,favorise,pois,Favorise d'après 'Ekopedia : cultures associées',1.0,
cassis,favorise,absinthe,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cassis,favorise,carotte,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cassis,favorise,ciboulette,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cassis,défavorise,maïs,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cassis,favorise,navet,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cassis,défavorise,noyer,Défavorise d'après 'Ooreka',1.0,
cassis,favorise,oignon,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cassis,favorise,tanaisie,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
cerfeuil,favorise,achillée millefeuille,Favorise d'après 'IDEP Foundation',1.0,
cerfeuil,favorise,ail,Favorise d'après 'IDEP Foundation',1.0,
cerfeuil,favorise,aneth,Favorise d'après 'IDEP Foundation',1.0,
cerfeuil,défavorise,betterave,Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
cerfeuil,favorise,blettes,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
cerfeuil,favorise,brocoli,Favorise d'après 'Ekopedia : cultures associées',1.0,
